event_url,event_title,event_image,event_description,event_time,event_category,event_location,event_organization
https://www.eventbrite.com/e/funky-monday-at-cafe-coda-tickets-58767692751,Funky Monday at Cafe CODA,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F58457742%2F295795393533%2F1%2Foriginal.20190314-025751?w=1000&auto=compress&rect=72%2C0%2C576%2C288&s=328f3e99686194896d77fb5b083c992d,"Funky Monday - New Cafe Coda weekly event featuring The JB3s - Joey B Banks (drums), Chris Clemente (bass), Todd Phipps (B3 organ).","Mon, August 12, 2019, 7:00 PM – 10:00 PM CDT, ",Madison Performances,"Cafe Coda , 1224 Williamson Street , Madison, WI 53703 , ", Café CODA
https://www.eventbrite.com/e/free-secrets-of-a-real-estate-millionaire-in-madison-by-scott-yancey-tickets-66708802825,(Free) Secrets of a Real Estate Millionaire in Madison by Scott Yancey,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F66679699%2F234792155245%2F1%2Foriginal.20190726-200414?w=1000&auto=compress&rect=0%2C13%2C1200%2C600&s=9b4b90f6a9b2426d70483661b356b55e,"It's Scott Yancey - Star of A&E�s Flipping Vegas. You're invited to attend for FREE my Secrets of a Real Estate Millionaire training! I'm sending my team of experts to teach my real estate secrets. Find an event in your city and reserve your seat. Tickets are FREE but are going fast!Now more than ever, wouldn't you like to get the best properties before the public has access to them? Purchase real estate at all-time low prices before they are bid up by hundreds of investors? Learn how to generate additional Cash-flow month after month?This private event is not open to the public but FREE of charge for you and one guest on a first-come, first-serve basis. Come enjoy a fun and relaxes environment and explore powerful ways to build wealth.We promise this will be an eye opening event and an incredible learning opportunity. This exclusive event is typically limited to the first 100 registrants. You and one guest may register.See ways to profit from real estate available to only the select few.","Wed, August 21, 2019, 6:00 PM – 9:00 PM CDT, ",Monona Classes,"Sheraton Madison Hotel , 706 John Nolen Drive , Madison, WI 53713 , ", Affluence Edu
https://www.eventbrite.com/e/conney-safety-chainsaw-safety-felling-training-tickets-67265909145,Conney Safety Chainsaw Safety & Felling Training,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F67142741%2F156402796109%2F1%2Foriginal.20190731-180404?w=1000&auto=compress&rect=0%2C0%2C800%2C400&s=17108f50135b50d1b92e0ea966cec58c,"On Tuesday, August 27, we will be hosting a four-hour Chainsaw Safety & Felling Training at our Madison, Wisconsin headquarters. We�d like to invite you to join us for this specialized event! Free lunch after the training will be provided.Objectives of the class:-Proper chainsaw safety and using felling techniques-Operate a chainsaw in accordance to OHSA rules and regulation-Demonstrate OSHA rules with Hands-on demonstrationSchedule:8am : Introductions8:30am : Reaction time and fatigue, Personal Protective Equipment Why PPE is important, Safety features of the saw, proper use of the Saw, Use of the gunning sight.9:00 –9:10 : Break9:30am : Cutter tooth and how it works, Getting into groups for hands -on Sharping.11:00am : The Mechanic�s of the tree and understanding the hinge, Going through the felling process, Cutting demonstration / spring pole release.12:00 pm : Wrap-up, questions. Lunch to followNOTE: To be OSHA certified you must go through an 8 hour training, this event covers half of it.If you cannot pay via credit card through EventBrite, call Conney Customer Service at 800-356-9100 and we will manually place the order. You can also register in-person in our Madison, Wisconsin Showroom.","Tue, August 27, 2019, 8:00 AM – 12:30 PM CDT, ",Madison Classes,"Refunds up to 7 days before event , "," Conney Safety Products, a division of WESCO Distribution"
https://www.eventbrite.com/e/digital-marketing-training-in-madison-wi-for-beginners-seo-search-engine-optimization-sem-search-tickets-68104198491,"Digital Marketing Training in Madison, WI for Beginners | SEO (Search Engin...",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F67668955%2F253710638063%2F1%2Foriginal.20190704-231430?w=1000&auto=compress&rect=0%2C12%2C750%2C375&s=ae50e9a2365c477032b490e4f4074bcd,"This Instructor-led LIVE Digital Marketing training course will be provided for a total duration of 16 to 32 hours spread across 4-8 weeks by our highly professional Digital Marketing trainers. This Digital Marketing training course will cover SEO (Search Engine Optimization), SEM (Search Engine Marketing), SMO (Social Media Optimization), SMM (Social Media Marketing) and more. The first 8 sessions will cover most of the topics in the course outline, time permitting.The next 8 sessions will cover each topic in course outline in additional detail with more in-depth, comprehensive and intensive training with additional practical examples and Practical Hands-on lab exercises. View Detailed Weekly Training Schedule at the bottom of this event listing.This class can be taken by marketing, website marketing, Social media professionals.1. Introduction to Digital Marketing2. Understanding the Website3. Website Creations4. Keyword Selection Strategies5. Search Engine Optimization (SEO)6. On Page Optimization7. Offpage Optimization8. Social Media Optimization (SMO)9. Facebook10. Twitter11. LinkedIn12. Instagram13. Search Engine Marketing (SEM)14. Introduction to SEM15. Google Adwords16. Google Adwords Express17. Bing Ads18. Social Media Marketing (SMM)19. Introduction to SMM20. Facebook21. Twitter22. LinkedIn23. Affiliate Marketing24. Email Marketing25. Mobile App Promotions26. Certifications27. Reporting28. Tools29. Youtube Marketing30. Online Earning Types31. Google Adsense32. Affiliate Marketing33. Freelancing34. Entrepreneur						     Please click on each of the links below to find out your local date and time for the training sessionsPlease click on each of the links below to find out your local date and time for the training sessions  Training FAQs","Mon, September 9, 2019, 8:30 PM – 10:30 PM CDT, ",Madison Classes,"Entirety Technology , Madison, WI 53704 , ", Entirety Technolog
https://www.eventbrite.com/e/behold-the-earth-film-screening-and-discussion-tickets-62521979925,Behold the Earth: Film Screening and Discussion ,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F63219100%2F147787116586%2F1%2Foriginal.20190531-213512?w=1000&auto=compress&rect=0%2C14%2C1200%2C600&s=3e962ccb5f38fb869f9de78eb25ed0f0,"“The most beautiful thing we can experience is the mysterious. It is the source of all true art and science. He to whom this emotion is a stranger, who can no longer pause to wonder and stand rapt in awe, is as good as dead—his eyes are closed.” — Albert EinsteinWhat is your personal relationship to the natural world? How did childhood affect your adult experiences and perceptions? In what ways has your Christian faith been connected to or disconnected from your experience of the outdoors?Behold the Earth is an aesthetically-oriented, music-rich documentary that explores America�s divorce from the outdoors through conversations with highly regarded scientists like E. O. Wilson, Cal DeWitt, and Theo Colborn, as well as a rising generation of creation-care advocates within the American Christian community. These biographical narratives challenge viewers of the film to reckon with the church's role in environmental stewardship, to reflect on their own faithfulness in this regard, and, ultimately, to restore our capacity for wonder.Dr. Rick Lindroth, UW-Madison Professor of Ecology, will set the stage for this two-hour event, which includes a one-hour film screening, followed by time for personal reflection and table discussion. ABOUT THE FILM DIRECTORDavid Conover, film director and conservationist, began work on this bold film twelve years ago, as an inquiry into America�s divorce from the outdoors, before-and-after the arrival of those known as the digital natives. Conover is neither a scientist nor a Christian, but demonstrates great insight with respect to both. Some of the talented field staff who helped to capture the spectacular natural sequences in his series Sunrise Earth and Big Picture Earth contribute significantly to Behold the Earth. With Rhiannon Giddens and Tim Eriksen, four-time Grammy winning musician Dirk Powell arranges traditional American tunes and hymns.ABOUT THE PROGRAM HOSTRick Lindroth is a Vilas Distinguished Achievement & Sorenson Professor and recent Associate Dean for Research at the University of Wisconsin-Madison. He received his Ph.D. in ecology at the University of Illinois-Urbana, and has spent his entire academic career at UW-Madison. Rick�s research focuses on evolutionary ecology and global change ecology. He has been a Fulbright Fellow and is a Fellow of the Ecological Society of America, the Entomological Society of America, and the American Association for the Advancement of Science (AAAS). Rick has served on the editorial boards for multiple scientific journals and on grant panels for NSF and USDA. He is a member of the BioLogos Voices speakers bureau. Rick and his wife Nancy are parents to two extraordinary daughters and grandparents to two grandsons and one granddaughter. They have served in numerous ministry roles at Blackhawk Church in Madison. Rick enjoys outdoor hobbies aided and abetted by carbon fiber technology: cycling, fly fishing, and paddling.","Mon, October 14, 2019, 7:00 PM – 9:00 PM CDT, ",Madison Screenings,"Upper House , 365 East Campus Mall , Suite 200 , Madison, WI 53715 , ", Upper House
https://www.eventbrite.com/e/hold-fast-an-art-experience-tickets-64444985687,Hold Fast: An Art Experience,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F67615941%2F259310225704%2F1%2Foriginal.20190805-191032?w=1000&auto=compress&rect=0%2C1082%2C3024%2C1512&s=c514baef62b87797339ceb75420fde33,"“But hold fast what you have till I come.""The Book of Revelation opens with a compelling vision of holiness, light, and intimacy.  The author John describes his vision of Jesus Christ standing amidst seven golden lampstands, which represent the seven churches in Asia Minor to whom the book is written. From his place among the lampstands, Jesus admonished, commended, and made promises to each of the seven churches. Leslie's art installation of seven woolen garments, entitled Hold Fast, reflects each of the seven churches and communicates a portion of their story, warning and welcoming us into a larger narrative. It invites the questions: Where are we rooted? Where are we going? What do we hold on to? What holds us back? What propels us forward? How do we piece ourselves together? What—or who—are we becoming? To what—or whom—are we holding fast?2:00-2:45 pm Art Performance*2:45-3:30 pm Group Reflection and Q & A with Leslie Iwai 3:30-4:00 pm Post-Performance Reception with Refreshments7:00-7:45 pm Art Performance*7:45-8:30 pm Group Reflection and Q & A with Leslie Iwai 8:30-9:00 pm Post-Performance Reception with RefreshmentsThe Hold Fast art performance and program will run twice on Saturday, November 16. Please plan to attend the 2:00 pm or the 7:00 pm performance and program, both of which will be followed by a reception. *The art performance is designed to be experiential and reverential for each guest. Please arrive ready to observe, reflect, and absorb in silence. You are invited to write or draw in response to what you take in.Leslie Iwai is an installation artist and sculptor. With an undergraduate degree in mathematics and chemistry from Wayne State College in Nebraska and a Master of Architecture from Virginia Tech, her work is multidisciplinary and material rich. From the Midwest, Iwai cut her artistic teeth in Omaha, Nebraska. Leslie was the first recipient of the Bemis Community Arts Fellowship (2005), and most recently was the Artist in Residence for Urbana 2018 amongst many other awards and residencies. She now enjoys living and exploring Wisconsin with her husband where she makes art, collaborates, and connects with her local community.","Sat, November 16, 2019, 7:00 PM – 8:30 PM CST, ",Madison Performances,"Upper House , 365 East Campus Mall , Suite 200 , Madison, WI 53715 , ", Upper House
https://www.eventbrite.com/e/family-fall-fun-with-naturing-in-madison-registration-64536295798,FAMILY: Fall Fun with Naturing in Madison,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F67756183%2F144875589570%2F1%2Foriginal.20190806-185442?w=1000&auto=compress&rect=0%2C0%2C2160%2C1080&s=434ba4a541970293e6ec35b59d7bb6f4,"Come explore hands-on activities for the whole family with Naturing in Madison! Join us at the DreamBank for a morning of engaging materials, thoughtfully designed play invitations, and fun crafts. Naturing in Madison is a nonprofit with the goal of bringing the whole family outdoors, offering accessible nature play experiences, and ensuring equitable access to outdoor play. Come grow wild with us at DreamBank and around town!","Sat, September 7, 2019, 9:30 AM – 12:00 PM CDT, ",Other,"DreamBank - American Family Insurance , 821 East Washington Avenue , Madison, WI 53703 , ", DreamBank at Spark
https://www.eventbrite.com/e/living-an-artful-life-tickets-64446720877,Living an Artful Life,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F67010597%2F259310225704%2F1%2Foriginal.20190730-184730?w=1000&auto=compress&rect=0%2C384%2C4608%2C2304&s=678dc009ab5678fc50cf9f383c76d634,"We are created to create, but many of us do not consider ourselves especially “creative.” Award-wining author, editor, teacher, and international speaker, Leslie Leyland Fields has mentored women and men from all walks of life to engage the creative process. Together we will consider what it would look like for each of us—artist or not—to embrace life as a creative journey. Dessert, coffee, and tea will be provided. Leslie Leyland Fields is the author of twelve books, including The Wonder Years: 40 Women Over 40 on Aging, Faith, Beauty and Strength and Crossing the Waters: Following Jesus through the Storms, the Fish, the Doubt and the Seas, which won Christianity Today's 2017 Book Award in Christian Living. Her essays have appeared in Christianity Today, In Touch Magazine, Belief.net, The Atlantic, Orion, and Best Essays. Leslie has won four Evangelical Press Awards, a Pushcart nomination, and three ""Best Book of 2010"" awards (for The Spirit of Food). Her forthcoming book is Your Story Matters: Finding, Writing and Living the Truth of Your Life (April 2020).With graduate degrees in English and Journalism and an M.F.A. in Creative Nonfiction, Leslie has taught extensively in undergraduate and graduate programs over thirty years. Since 2013 she has led The Harvester Island Wilderness Workshop on her family's island in Alaska with guest writers including Ann Voskamp, Philip Yancey, Bret Lott, Luci Shaw, and Jeanne Murray Walker. Additionally, Leslie leads The Lake Michigan Writer's Workshop, teaching writers at all levels the craft and art of spiritual memoir. She also travels and teaches on a range of faith and culture topics at conferences, churches and retreats throughout the U.S. and the world. But home is best. She lives on Kodiak Island, Alaska, where she and her family commercial salmon fish during the summers. And where she gets to smoke salmon and make jam all summer long.","Tue, November 5, 2019, 7:00 PM – 8:30 PM CST, ",Madison Seminars,"Pres House , 731 State Street , Madison, WI 53703 , ", Upper House
https://www.eventbrite.com/e/strong-women-strong-coffee-tickets-68023900317,Strong Women Strong Coffee,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F67601437%2F323338360075%2F1%2Foriginal.20190805-172939?w=1000&auto=compress&rect=0%2C47%2C224%2C112&s=e07aa661c5478eba5c2b0cbe4e12f9bb,"Strong Women Strong Coffee encourages business professionals and entrepreneurs to build meaningful connections. Fueled by caffeine & passion, this morning networking event is for women who are focused on achieving something fresh and new for their business and themselves. Each event features a local strong woman and her story!","Tue, September 10, 2019, 4:00 PM – 5:30 PM CDT, ",Middleton Classes,"Capital Brewery , 7734 Terrace Avenue , Middleton, WI 53562 , ", Wisconsin Women's Business Initiative Corporation
https://www.eventbrite.com/e/family-raising-strong-kids-bootcamp-registration-64536542536,FAMILY: Raising Strong Kids Bootcamp,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F67758681%2F144875589570%2F1%2Foriginal.20190806-191040?w=1000&auto=compress&rect=0%2C0%2C2160%2C1080&s=ac840ec86fe4dc35a605d540863c876b,"Want to teach your kids to grow stronger in body, mind and spirit? At this Raising STRONG Boot camp (perfect for kids ages 5-14 and the adults in their lives) we�ll teach exercises that�ll help boost confidence and build strength! Come learn about our boot camp and join us for our activity training. We�ll lead activities including a 15-20 minute boot camp-style exercises that anyone can do. You and your kiddos will leave feeling great and inspired to lift others up, too.","Sat, September 21, 2019, 9:30 AM – 12:00 PM CDT, ",Other,"DreamBank - American Family Insurance , 821 East Washington Avenue , Madison, WI 53703 , ", DreamBank at Spark
https://www.eventbrite.com/e/edgewood-athletic-association-hall-of-fame-induction-crusader-kick-off-tickets-65691060731,Edgewood Athletic Association -  Hall of Fame Induction & Crusader Kick Off,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F65768005%2F243147114412%2F1%2Foriginal.20190717-205548?w=1000&auto=compress&rect=0%2C0%2C2160%2C1080&s=0beb0a23dcc257bfd9f0d9b2cd4fcab8,"Hall of Fame Induction Ceremony4:00pm - Reception in the E.J. Wilke Gym4:30pm - Induction ProgramPlease celebrate with us at the induction of the folowing outstanding Crusader athletes & distinguished honorees into the EAA Hall of Fame:Questions? Contact Danielle Deserano, Athletic Department 608.257.1023 ext. 170. daneille.deserano@edgewoodhs.org***Please RSVP no later than Friday, August 9, 2019. Stay for the Fun! - CRUSADER KICK-OFF!6:00pm-8:00pm - Crusader Kickoff and EAA Raffle in Commons  (Adult attendance ONLY, please)Your generous purchase of a $100 EAA raffle ticket is appreciated, however admission to the Crusader Kick-Off is Free. Raffle tickets are available to purchase this night at the door!Grand prize to raffle winner is $10,000 with four additional $500 prizes.Raffle tickets will be sold at the event - Winner need not be present.  We hope to see you there! ","Sat, August 17, 2019, 4:00 PM – 8:00 PM CDT, ",Madison Parties,"Edgewood High School , 2219 Monroe Street , Madison, WI 53711 , ", Edgewood High School
https://www.eventbrite.com/e/strong-women-strong-coffee-tickets-68023900317,Strong Women Strong Coffee,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F67601437%2F323338360075%2F1%2Foriginal.20190805-172939?w=1000&auto=compress&rect=0%2C47%2C224%2C112&s=e07aa661c5478eba5c2b0cbe4e12f9bb,"Strong Women Strong Coffee encourages business professionals and entrepreneurs to build meaningful connections. Fueled by caffeine & passion, this morning networking event is for women who are focused on achieving something fresh and new for their business and themselves. Each event features a local strong woman and her story!","Tue, September 10, 2019, 4:00 PM – 5:30 PM CDT, ",Middleton Classes,"Capital Brewery , 7734 Terrace Avenue , Middleton, WI 53562 , ", Wisconsin Women's Business Initiative Corporation
https://www.eventbrite.com/e/2019-madison-east-dance-team-kids-clinic-tickets-66357389739,2019 Madison East Dance Team Kids Clinic,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F66301747%2F319383349449%2F1%2Foriginal.20190723-173216?w=1000&auto=compress&rect=331%2C13%2C1956%2C978&s=4334995bda86ee06ecc9f68e824575ee,"Bring your little dancers to East on Saturday August 24th for the Madison East Dance Team Summer Kids Clinic!

Registration will begin at 9am, and from there we will be learning skills, playing games, and having fun! Pick-up is at 4pm, stay and watch your dancer perform a special routine for friends and family with their age group before heading home!

Kindergarteners through 8th graders are welcome. Please bring a cold packed lunch from home, a snack and T-shirt will be provided.

Register before August 10th for a $5 discount! Register 3 or more dancers as a group for additional discounts! 

Can�t wait to see you all there! 🤩","Sat, August 24, 2019, 9:00 AM – 4:00 PM CDT, ",Madison Sports & Fitness Events,"2222 E Washington Ave , 2222 East Washington Avenue , Madison, WI 53704 , ", Madison East High School Dance Team
https://www.eventbrite.com/e/investable-ai-startups-a-conversation-with-chicago-vcs-tickets-68230468167,Investable AI Startups: A Conversation with Chicago VCs,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F67809685%2F5316881454%2F1%2Foriginal.20190807-032710?w=1000&auto=compress&rect=300%2C0%2C1200%2C600&s=d6d0089a951d74dfefc4841a2a5ddbf0,"Join Armando Pauker, Managing Director and Co-founder at Tensility Venture Partners and Allison Weil, Senior Associate at Hyde Park Venture Partners, for a discussion moderated by Pulitzer Prize-winning journalist Kathleen Gallagher about the AI landscape in the Great Lakes region from an investor's perspective. This brown bag lunch will be informal with lots of room for audience involvement.Hear from the following speakers:Armando Pauker 
Armando is a co-founder and Managing Director of Tensility Venture Partners, a seed-stage fund focused on enterprise software applications of AI. He has been in venture for almost 20 years, including being a General Partner with Apex Venture Partners, a Chicago-based venture firm, where he invested in software and hardware businesses.  Prior to Apex, Armando served in senior management positions at several global technology companies. Armando also served as a management consultant with Booz Allen Hamilton, where he worked with clients in technology industries.  

Select previous exits include: Duo Security (acquired by Cisco Systems), DocuSign (N:DOCU), FutureSimple (acquired by ZenDesk), BrightCloud (acquired by Webroot), Initiate Systems (acquired by IBM). 
Armando holds an MBA with High Distinction from the University of Michigan, and he received his BS in Electrical Engineering from the California Institute of Technology. Allison Weil
Allison joined Hyde Park Venture Partners as an investor in 2019. HPVP invests in seed through Series A technology companies that are based in the midwest. Prior to HPVP, Allison led business operations for Civis Analytics, a data science solutions company based in Chicago. Allison also co-founded Flag Analytics, a predictive analytics company focused on public safety and has her MBA from Chicago Booth School of Business and MPP from Chicago Harris School of Public Policy. Earlier in her career, Allison worked in healthcare at Accenture, where she focused on Medicaid and Affordable Care Act changes, including time fixing Healthcare.gov. Kathleen Gallagher

Kathleen is Executive Director of the Milwaukee Institute, a non profit that works to improve our region from a technology and entrepreneurship perspective. She also is co-host of ""How Did You Do That,"" a WUWM radio show/podcast that explores how and why noteworthy entrepreneurs succeeded. Previously the technology and investments reporter at the Milwaukee Journal Sentinel, Kathleen won the 2011 Pulitzer Prize for Explanatory Reporting, and co-authored a book based on the award-winning three-part series called ""One in a Billion: The Story of Nic Volker and the Dawn of Genomic Medicine.""
Before joining the Journal Sentinel, Kathleen was a Communications Consultant at the Federal Reserve Bank of Chicago and taught business writing at the American Bankers Association. Kathleen has an undergraduate degree in Journalism from the University of Wisconsin-Madison and a graduate degree in English from the University of Illinois at Chicago.
This event is a part of Forward Festival 2019.
Access to this event is included with your Forward Pass.","Tue, August 27, 2019, 12:00 PM – 1:30 PM CDT, ",Madison Networking,"StartingBlock Madison , 821 East Washington Avenue , 3rd floor Cafe , Madison, WI 53703 , ", Forward Festival
https://www.eventbrite.com/e/fitness-box-your-way-to-better-health-with-canvas-club-registration-68135311551,FITNESS: Box Your Way to Better Health with Canvas Club,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F67703487%2F144875589570%2F1%2Foriginal.20190326-224115?w=1000&auto=compress&rect=0%2C0%2C2160%2C1080&s=ffe023455b7911e488663fc7244db9ed,"Get your heart pumping with an empowering workout at DreamBank! Join Melissa and Leo of Canvas Club Boxing and learn the basics of boxing technique, then transition to their signature upstart class where you�ll learn combos, work with pads and do speed and agility drills. Haven�t boxed before? No worries! This class is perfect for all levels. We�ll provide hand wraps and gloves, you just come ready to sweat.","Wed, October 16, 2019, 4:30 PM – 5:30 PM CDT, ",Madison Classes,"DreamBank - American Family Insurance , 821 East Washington Avenue , Madison, WI 53703 , ", DreamBank at Spark
https://www.eventbrite.com/e/parent-chat-how-to-have-a-smooth-transition-to-college-tickets-65741680135,Parent Chat: How to Have a Smooth Transition to College,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F65770889%2F313208137447%2F1%2Foriginal.20190717-211018?w=1000&auto=compress&rect=0%2C30%2C1280%2C640&s=7d639eb742df7344b0b7926a84047534,"As students begin their college experience, they are faced with a new environment, class structure, schedule, and lack of structure. Join us for a 1 hour chat on how college students can experience a smooth and successful transition to college and how they can have a successful first semester.This chat will be run by Scott Lutostanski, Director of Academic Consulting. In addition to being a former Special Education teacher and Licensed Professional Counselor, Scott has provided coaching to college students for the last 6 years.","Tue, August 20, 2019, 7:00 PM – 8:00 PM CDT, ",Madison Seminars,"Galin Education , 5102 Silver Tree Run , Suite 101 , Madison, WI 53705 , ", State Street Education
https://www.eventbrite.com/e/project-management-techniques-training-in-madison-wi-tickets-68146511049,"Project Management Techniques Training in Madison, WI",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F67711921%2F312537844009%2F1%2Foriginal.20190805-192932?w=1000&auto=compress&rect=0%2C198%2C1980%2C990&s=583cc5eb729aa0747f325b84912e0c1b,"  DESCRIPTIONVistaEdutech brings you Project Management Techniques, a comprehensive and interactive workshop that is an introduction to Modern Project Management and ideal for anyone who is new to the profession or needs a refresher in best practices. Project Management is all about being efficient and effective and in this workshop you will learn the concepts, techniques and processes that will help you lead projects successfully and motivate your team. In the course we find how project management enables organizational outcomes in terms of project selection, initiation, planning, execution, monitoring and controlling. The key constraints of Scope, Time, and Cost are integrated with Earned Value Management (EVM), to monitor and accurately estimate project outcomes. On successful completion of the course, you will receive a Course Completion Certificate from VistaEdutech.  What you will learn:   Course Agenda:    Key Features: Why VistaEdutech ?VistaEdutech's training is the best and value for time & money invested. We stand out because our customersTraining Fee: $ 699Standard Fee: Booking within 30 days of training but 10 days prior to the start date.Early Bird: Booking at least one month prior to the class start dateSuper Early Bird: Booking 3 months prior to the class start date. Training Venue:Venue will be confirmed to the classroom participants one week prior to the workshop start date and online participants will get the session attendance link before 4- 5 days of the training start date.Standard Fee: Booking within 30 days of training but 10 days prior to the start date.For more details please contact us at +1 (302) 232-5303 or e-mail info@vistaedutech.com*We also provide the Corporate training at any remote location, if you have groupParticipants. It can be conducted at your company premises on your preferred dates. *To know more about the discount and money back, Contact us on chat, email or phone.  ","Fri, August 23, 2019, 9:00 AM – 5:00 PM CDT, ",Fitchburg Classes,"Business Centre /Meeting Room , Madison, WI, WI 53711 , ", VistaEdutech
https://www.eventbrite.com/e/property-management-101-registration-68191062303,Property Management 101,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F67765753%2F316849777729%2F1%2Foriginal.20190806-195450?w=1000&auto=compress&rect=0%2C0%2C2160%2C1080&s=717f197c166c2eb43b62dfaeeb07d9eb,"An introductory seminar designed by AASCW for new property owners/managers, established property owners/managers looking to 'brush up' on the fundamentals, and those considering buying multi-family property. Presented by Sarah Harrington of Fiduciary Real Estate Development5 - 5:30pm – Registration5:30 - 7pm – Presentation and Q&A","Wed, September 18, 2019, 5:00 PM – 7:00 PM CDT, ",Madison Classes,"AASCW Training Center , 2909 Landmark Place , Lower Level Conference Room , Madison, WI 53713 , ", Apartment Association South Central Wisconsin
https://www.eventbrite.com/e/bourbon-beard-trims-blowouts-tickets-68216059069,"Bourbon, Beard-Trims & Blowouts!",https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F67791599%2F13476426229%2F1%2Foriginal.20190806-231854?w=1000&auto=compress&rect=0%2C0%2C2160%2C1080&s=c397ac82f7bbd5c39ec1b82182da0168,"Join us for an amazing event for those of you who loving tasting bourbon while getting pampered! We�re providing five unique bourbons from across the country, and we�re treating you to a fabulous shampoo and conditioning scalp facials, blowout styles, and beard-trims if applicable. Come with your significant other or come with some friends. But hurry and reserve your spot—we have 50 tickets available!Tickets are $20 each*VIP Members & Deco residences receive tickets for $15! Includes all of these special things:Your choice of a shampoo blowout style or scalp facial with beard-trimEnjoy five unique tastings of the best bourbons in the country!All products buy 2 get 1 free during the event only!And, we will have light snacks to clear your pallet in-between sips.Must be 21 to join eventYou can also sign up here! https://app.salonrunner.com/customer/login.htm?id=8361","Fri, September 27, 2019, 5:30 PM – 8:00 PM CDT, ",Madison Parties,"Be Inspired Salon , 8302 Globe Drive , #100 , Madison, WI 53717 , ", Be Inspired Salon
https://www.eventbrite.com/e/the-sunset-party-tickets-67785184311,The Sunset Party,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F67391219%2F322518164617%2F1%2Foriginal.20190802-172025?w=1000&auto=compress&rect=1%2C787%2C2624%2C1312&s=eaecb1a8471ece818471f14f6672556e,"A fun showcase of Madison's new and upcoming talent. With DJ's from ages 14 to 24, it's truly a vast celebration of young musicians in Wisconsin. 6 DJ's play for 30 minutes each showcasing their talents and creating a diverse party and event.","Thu, August 29, 2019, 7:00 PM – 10:00 PM CDT, ",Madison Music Events,"James Madison Park , 614 East Gorham Street , Madison, WI 53703 , ",None
https://www.eventbrite.com/e/thinking-of-starting-a-business-tickets-68019294541,Thinking of Starting a Business,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F67597285%2F323338360075%2F1%2Foriginal.20190805-165647?w=1000&auto=compress&rect=0%2C48%2C224%2C112&s=354a22677f9568c54a8e0546379887e2,Discover whether becoming an entrepreneur is for you. You will learn: how to assess and research your business idea and receive other tips and useful resources.,"Wed, September 4, 2019, 9:30 AM – 12:00 PM CDT, ",Madison Classes,"Dane County Job Center , 1819 Aberg Avenue , Madison, WI 53704 , ", Wisconsin Women's Business Initiative Corporation
